number oder,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,PreTest,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,Date
2530,female,group C,associate's degree,standard,none,62,74,70,< 5,sometimes,no,2,school_bus,3/6/2022
2531,female,group C,associate's degree,standard,completed,68,67,73,> 10,sometimes,yes,2,school_bus,3/7/2022
2532,female,group C,some high school,standard,none,47,54,53,,sometimes,no,3,school_bus,3/8/2022
2533,male,group E,associate's degree,standard,completed,62,61,58,> 10,regularly,yes,3,school_bus,3/9/2022
2534,female,group E,associate's degree,standard,completed,79,88,NULL,< 5,regularly,no,2,school_bus,3/10/2022
2535,male,group B,high school,standard,completed,73,69,68,10-May,sometimes,yes,1,,3/11/2022
2536,NULL,group C,bachelor's degree,free/reduced,NULL,66,83,83,< 5,sometimes,,1,school_bus,3/12/2022
2537,male,NULL,NULL,standard,completed,51,60,58,NULL,sometimes,no,2,school_bus,3/13/2022
2538,female,group D,high school,standard,none,51,66,62,10-May,never,no,4,private,3/14/2022
2539,male,group E,bachelor's degree,standard,completed,85,66,71,10-May,,yes,2,,3/15/2022
2540,male,group A,associate's degree,standard,completed,97,92,86,< 5,regularly,yes,6,private,3/16/2022
2541,male,NULL,high school,standard,completed,75,69,68,,regularly,yes,2,private,3/17/2022
2542,NULL,group D,NULL,free/reduced,completed,79,82,80,NULL,regularly,yes,1,private,3/18/2022
2543,female,group C,associate's degree,standard,none,81,77,79,10-May,never,yes,1,school_bus,3/19/2022
2544,female,group D,associate's degree,standard,none,82,95,89,NULL,sometimes,no,5,private,3/20/2022
2545,female,group D,master's degree,standard,none,64,63,66,10-May,sometimes,yes,1,school_bus,3/21/2022
2546,NULL,group E,some high school,free/reduced,completed,78,83,80,> 10,sometimes,no,1,private,3/22/2022
2547,female,group A,some high school,standard,NULL,92,100,97,10-May,sometimes,yes,7,school_bus,3/23/2022
2548,male,group C,high school,standard,completed,72,67,NULL,10-May,sometimes,yes,0,school_bus,3/24/2022
2549,female,NULL,high school,free/reduced,none,62,67,64,< 5,sometimes,yes,1,school_bus,3/25/2022
2550,male,group C,master's degree,standard,none,79,72,69,> 10,sometimes,no,1,school_bus,3/26/2022
2551,male,group C,some high school,free/reduced,none,79,76,65,< 5,regularly,no,3,NULL,3/27/2022
2552,NULL,group B,bachelor's degree,free/reduced,completed,87,90,88,< 5,sometimes,no,2,school_bus,NULL
2553,female,group B,associate's degree,standard,none,40,48,50,NULL,never,yes,3,school_bus,3/29/2022
2554,male,group D,some college,free/reduced,none,NULL,62,64,10-May,sometimes,yes,1,school_bus,3/30/2022
2555,male,group E,associate's degree,standard,none,53,45,40,> 10,sometimes,yes,2,school_bus,3/31/2022
2556,female,group C,some college,free/reduced,none,32,39,33,10-May,sometimes,yes,3,school_bus,4/1/2022
2557,female,group C,associate's degree,standard,completed,55,72,79,< 5,regularly,yes,1,school_bus,4/2/2022
2558,male,group C,master's degree,NULL,none,61,67,66,< 5,regularly,no,1,school_bus,4/3/2022
2559,female,group B,associate's degree,free/reduced,none,53,70,70,10-May,sometimes,yes,1,,4/4/2022
2560,male,group D,some high school,standard,none,73,66,62,< 5,sometimes,NULL,3,private,4/5/2022
2561,female,group D,some college,standard,completed,74,75,79,10-May,sometimes,yes,5,school_bus,4/6/2022
2562,female,group C,some college,standard,none,63,74,74,NULL,never,yes,,,4/7/2022
2563,male,group C,bachelor's degree,standard,completed,96,90,92,10-May,sometimes,yes,3,private,4/8/2022
2564,female,group D,some college,free/reduced,completed,63,80,80,10-May,regularly,no,NULL,private,4/9/2022
2565,male,group B,bachelor's degree,free/reduced,none,48,NULL,46,> 10,sometimes,yes,1,school_bus,4/10/2022
2566,male,group B,associate's degree,standard,none,48,43,45,10-May,regularly,no,2,school_bus,4/11/2022
2567,female,group E,bachelor's degree,free/reduced,completed,92,100,100,10-May,never,yes,1,,4/12/2022
2568,female,group D,master's degree,free/reduced,completed,61,71,78,> 10,sometimes,yes,4,school_bus,4/13/2022
2569,male,group B,high school,free/reduced,none,63,48,47,10-May,NULL,no,1,school_bus,4/14/2022
2570,male,group D,bachelor's degree,free/reduced,none,68,68,67,< 5,sometimes,yes,1,private,4/15/2022
2571,male,group B,some college,standard,completed,71,75,70,10-May,sometimes,no,1,school_bus,4/16/2022
2572,male,group A,bachelor's degree,standard,none,91,96,92,10-May,sometimes,no,2,school_bus,4/17/2022
2573,female,group C,some college,standard,none,53,62,56,10-May,sometimes,yes,1,school_bus,4/18/2022
2574,female,group C,high school,free/reduced,completed,50,66,64,< 5,sometimes,,,school_bus,4/19/2022
2575,female,group E,high school,standard,NULL,74,81,71,< 5,sometimes,yes,3,private,4/20/2022
2576,male,group A,associate's degree,free/reduced,completed,40,55,53,10-May,never,yes,,school_bus,4/21/2022
2577,male,group A,some college,standard,completed,61,51,52,10-May,sometimes,yes,NULL,private,4/22/2022
2578,female,group B,high school,standard,none,81,91,89,10-May,never,yes,0,private,4/23/2022
2579,female,group B,some college,free/reduced,completed,48,56,58,< 5,regularly,no,NULL,school_bus,4/24/2022
2580,female,group D,master's degree,standard,none,53,61,NULL,10-May,sometimes,yes,5,school_bus,4/25/2022
2581,female,group D,some high school,standard,none,81,97,96,< 5,sometimes,yes,NULL,NULL,4/26/2022
2582,female,group E,some high school,standard,NULL,77,79,80,< 5,sometimes,yes,0,private,4/27/2022
2583,female,group D,bachelor's degree,free/reduced,none,63,73,78,10-May,sometimes,no,4,school_bus,4/28/2022
2584,NULL,group D,associate's degree,standard,completed,73,75,80,10-May,sometimes,yes,1,school_bus,4/29/2022
2585,female,group D,some college,standard,none,69,77,77,10-May,sometimes,,4,school_bus,4/30/2022
2586,female,group C,associate's degree,NULL,none,65,76,76,10-May,sometimes,no,3,,5/1/2022
2587,female,group A,high school,standard,none,55,73,73,10-May,sometimes,yes,1,school_bus,5/2/2022
2588,female,group C,bachelor's degree,free/reduced,none,44,63,62,< 5,never,NULL,3,,5/3/2022
2589,female,group C,some college,NULL,none,NULL,64,65,> 10,sometimes,yes,2,school_bus,5/4/2022
2590,female,group A,some high school,NULL,none,48,66,65,10-May,regularly,,3,private,5/5/2022
2591,male,group C,some college,free/reduced,none,58,57,54,> 10,sometimes,yes,2,private,5/6/2022
2592,male,group A,some high school,standard,none,NULL,62,50,10-May,never,yes,4,private,5/7/2022
2593,male,group E,bachelor's degree,standard,none,68,68,64,< 5,regularly,no,2,private,5/8/2022
2594,female,group E,high school,standard,none,74,76,73,< 5,regularly,yes,0,,5/9/2022
2595,female,group C,bachelor's degree,standard,completed,92,100,99,10-May,never,yes,1,school_bus,5/10/2022
2596,female,group C,bachelor's degree,standard,completed,56,79,72,,sometimes,no,1,school_bus,5/11/2022
2597,male,group B,NULL,free/reduced,none,30,24,15,10-May,regularly,no,2,school_bus,5/12/2022
2598,male,group A,some high school,standard,none,53,54,48,10-May,regularly,yes,0,school_bus,5/13/2022
2599,female,group D,high school,standard,none,69,77,73,10-May,never,yes,1,private,5/14/2022
2600,female,group D,some high school,standard,none,65,82,81,10-May,regularly,yes,2,private,5/15/2022
2601,female,group D,master's degree,standard,none,54,60,63,> 10,sometimes,yes,2,school_bus,5/16/2022
2602,female,group C,high school,standard,none,29,29,30,10-May,sometimes,no,5,school_bus,5/17/2022
2603,female,NULL,some college,standard,none,76,78,80,10-May,sometimes,yes,0,school_bus,5/18/2022
2604,male,group D,NULL,free/reduced,none,60,57,51,< 5,never,NULL,2,private,5/19/2022
2605,male,group D,master's degree,free/reduced,completed,84,89,90,10-May,regularly,yes,2,private,5/20/2022
2606,male,NULL,some high school,standard,none,75,72,62,10-May,never,yes,2,school_bus,5/21/2022
2607,female,group C,associate's degree,standard,none,85,84,82,> 10,sometimes,no,3,school_bus,5/22/2022
2608,female,group C,master's degree,free/reduced,none,40,58,54,> 10,sometimes,yes,1,school_bus,5/23/2022
2609,female,group E,some college,standard,none,61,64,62,< 5,never,yes,2,private,5/24/2022
2610,female,group B,associate's degree,standard,none,58,63,65,10-May,regularly,yes,,private,5/25/2022
2611,male,group D,some college,free/reduced,completed,69,60,63,< 5,sometimes,yes,1,school_bus,5/26/2022
2612,female,group C,some college,standard,none,58,59,66,10-May,never,NULL,1,school_bus,5/27/2022
2613,male,group C,bachelor's degree,standard,completed,94,90,91,> 10,regularly,yes,4,school_bus,5/28/2022
2614,female,NULL,associate's degree,standard,none,65,77,74,< 5,sometimes,yes,2,private,5/29/2022
2615,female,group A,associate's degree,standard,none,82,93,93,10-May,regularly,yes,2,private,5/30/2022
2616,female,group C,high school,standard,none,60,68,72,10-May,never,yes,,private,5/31/2022
2617,female,group E,bachelor's degree,standard,none,37,45,38,> 10,sometimes,yes,3,,6/1/2022
2618,NULL,group D,bachelor's degree,standard,none,88,78,83,10-May,regularly,yes,7,private,6/2/2022
2619,male,group D,master's degree,standard,none,95,81,84,NULL,sometimes,yes,2,school_bus,6/3/2022
2620,male,group C,associate's degree,free/reduced,completed,65,73,68,10-May,sometimes,no,2,school_bus,6/4/2022
2621,female,group C,high school,free/reduced,none,35,61,54,10-May,sometimes,yes,1,school_bus,6/5/2022
2622,male,group B,NULL,free/reduced,none,62,63,56,,sometimes,no,1,school_bus,6/6/2022
2623,NULL,group C,high school,free/reduced,completed,58,51,52,> 10,sometimes,no,5,school_bus,6/7/2022
2624,male,group A,some college,standard,completed,100,96,86,> 10,NULL,no,1,school_bus,6/8/2022
2625,female,group E,bachelor's degree,free/reduced,NULL,61,58,62,10-May,,yes,3,school_bus,6/9/2022
2626,male,group D,some college,standard,completed,100,97,99,10-May,sometimes,NULL,4,private,6/10/2022
2627,male,NULL,associate's degree,free/reduced,completed,69,70,63,10-May,never,no,2,,6/11/2022
2628,male,group D,associate's degree,standard,none,61,48,46,< 5,regularly,yes,2,private,6/12/2022
2629,male,group D,some college,free/reduced,none,49,57,46,10-May,sometimes,yes,5,school_bus,NULL
2630,female,group C,some high school,standard,completed,44,51,55,,regularly,yes,1,private,6/14/2022
2631,male,group D,some college,standard,NULL,67,64,70,10-May,sometimes,no,2,,6/15/2022
2632,male,group B,high school,standard,none,79,60,65,10-May,sometimes,yes,2,school_bus,6/16/2022
2633,female,group B,bachelor's degree,standard,completed,66,74,81,< 5,sometimes,no,4,school_bus,6/17/2022
2634,female,group C,NULL,standard,none,75,88,85,10-May,regularly,yes,NULL,,6/18/2022
2635,male,group D,some high school,standard,none,84,84,80,10-May,sometimes,yes,3,NULL,6/19/2022
2636,male,group A,NULL,standard,none,71,74,64,< 5,never,no,2,school_bus,6/20/2022
2637,female,group B,high school,free/reduced,completed,67,80,81,< 5,sometimes,yes,0,school_bus,6/21/2022
2638,female,NULL,some high school,standard,completed,80,92,88,10-May,regularly,yes,1,private,6/22/2022
2639,male,NULL,some college,standard,none,86,76,74,NULL,sometimes,no,2,private,6/23/2022
2640,female,group D,associate's degree,standard,none,76,74,73,10-May,regularly,NULL,2,private,NULL
2641,male,group D,high school,NULL,none,41,52,51,10-May,sometimes,yes,2,,6/25/2022
2642,female,group D,associate's degree,free/reduced,completed,74,88,90,10-May,sometimes,yes,,school_bus,6/26/2022
2643,female,group B,some high school,free/reduced,none,72,81,79,> 10,NULL,no,1,school_bus,6/27/2022
2644,female,group E,high school,standard,completed,74,79,80,10-May,regularly,yes,1,,6/28/2022
2645,male,group B,high school,standard,none,70,65,60,10-May,sometimes,yes,3,school_bus,6/29/2022
2646,female,group B,bachelor's degree,standard,completed,NULL,81,81,< 5,regularly,yes,6,school_bus,6/30/2022
2647,female,group D,associate's degree,standard,none,59,70,65,10-May,regularly,yes,2,school_bus,7/1/2022
2648,female,group E,high school,free/reduced,NULL,64,62,68,10-May,regularly,yes,2,private,7/2/2022
2649,female,group B,high school,standard,none,50,53,55,< 5,regularly,yes,1,school_bus,7/3/2022
2650,female,group D,some college,standard,completed,69,79,NULL,> 10,sometimes,yes,2,school_bus,7/4/2022
2651,male,group C,some high school,free/reduced,completed,51,56,53,10-May,sometimes,yes,0,school_bus,7/5/2022
2652,female,group A,high school,standard,completed,68,80,76,> 10,regularly,yes,2,school_bus,7/6/2022
2653,female,group D,some college,NULL,completed,85,NULL,98,10-May,sometimes,yes,2,school_bus,7/7/2022
2654,female,group A,associate's degree,standard,completed,65,70,74,10-May,sometimes,yes,3,private,7/8/2022
2655,female,group B,NULL,standard,none,73,79,79,10-May,never,yes,5,school_bus,7/9/2022
2656,female,group B,some college,standard,NULL,62,67,67,< 5,sometimes,no,1,private,7/10/2022
2657,male,group C,associate's degree,free/reduced,none,77,67,64,> 10,sometimes,NULL,0,NULL,7/11/2022
2658,male,group D,some high school,standard,none,69,66,61,NULL,regularly,yes,2,school_bus,7/12/2022
2659,female,group D,associate's degree,free/reduced,none,43,60,58,NULL,sometimes,NULL,1,school_bus,NULL
2660,male,group D,NULL,standard,none,90,87,85,> 10,NULL,no,2,school_bus,7/14/2022
2661,male,group C,some college,free/reduced,none,74,77,73,< 5,sometimes,yes,1,school_bus,7/15/2022
2662,male,group C,some high school,standard,none,73,66,63,< 5,sometimes,no,NULL,private,7/16/2022
2663,female,group D,some college,free/reduced,none,55,71,69,10-May,sometimes,yes,2,school_bus,7/17/2022
2664,female,group C,high school,standard,none,65,69,67,10-May,never,yes,NULL,private,7/18/2022
2665,male,group D,associate's degree,standard,none,80,63,63,10-May,regularly,yes,4,school_bus,7/19/2022
2666,female,group C,some high school,free/reduced,completed,50,60,60,,never,no,2,school_bus,7/20/2022
2667,female,NULL,some college,free/reduced,completed,63,73,71,< 5,regularly,yes,,school_bus,7/21/2022
2668,female,group B,bachelor's degree,free/reduced,none,77,85,87,10-May,never,yes,2,private,7/22/2022
2669,NULL,group C,some college,standard,none,73,74,61,< 5,sometimes,yes,3,school_bus,7/23/2022
2670,male,group D,associate's degree,standard,completed,81,72,77,10-May,regularly,yes,2,school_bus,7/24/2022
2671,female,group C,high school,free/reduced,none,66,76,68,10-May,regularly,yes,2,private,7/25/2022
2672,male,group D,associate's degree,free/reduced,none,52,57,50,10-May,sometimes,yes,3,private,7/26/2022
2673,female,group C,some college,standard,none,69,78,76,< 5,never,yes,2,school_bus,7/27/2022
2674,female,group C,associate's degree,standard,completed,NULL,84,NULL,10-May,sometimes,yes,0,school_bus,7/28/2022
2675,female,group D,high school,standard,completed,69,77,78,10-May,sometimes,yes,0,,7/29/2022
2676,NULL,group B,some college,standard,completed,50,64,66,10-May,sometimes,yes,2,school_bus,7/30/2022
2677,female,group E,some college,standard,completed,73,78,76,10-May,sometimes,yes,3,school_bus,7/31/2022
2678,female,group C,some high school,standard,completed,70,82,76,< 5,sometimes,no,1,school_bus,8/1/2022
2679,male,group D,associate's degree,free/reduced,none,81,75,78,> 10,regularly,no,1,school_bus,8/2/2022
2680,male,group D,some college,free/reduced,none,63,61,60,< 5,regularly,yes,0,private,8/3/2022
2681,female,group D,NULL,standard,none,67,72,74,< 5,never,yes,1,,8/4/2022
2682,male,group B,high school,standard,none,60,68,60,10-May,sometimes,yes,4,private,8/5/2022
2683,male,group B,high school,standard,none,62,55,54,10-May,regularly,yes,3,,8/6/2022
2684,female,group C,some high school,free/reduced,completed,29,40,44,< 5,never,,0,school_bus,8/7/2022
2685,male,group B,some college,standard,completed,62,66,68,NULL,regularly,no,2,private,8/8/2022
2686,female,group E,master's degree,standard,completed,94,99,100,10-May,regularly,yes,1,school_bus,8/9/2022
2687,male,group E,NULL,standard,completed,85,75,68,< 5,regularly,yes,2,school_bus,8/10/2022
2688,male,group D,associate's degree,free/reduced,none,77,NULL,73,10-May,regularly,no,2,school_bus,8/11/2022
2689,male,group A,high school,NULL,none,53,58,44,> 10,sometimes,yes,4,school_bus,8/12/2022
2690,male,group E,some college,free/reduced,none,93,90,83,< 5,never,yes,4,,8/13/2022
2691,female,group C,associate's degree,standard,none,49,53,53,> 10,sometimes,yes,3,school_bus,8/14/2022
2692,female,group E,associate's degree,free/reduced,none,73,76,78,10-May,regularly,yes,0,school_bus,8/15/2022
